specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,mapping_quality,evidence_interpretation,notes,treatment_role_evidence
内分泌/代谢,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,primary_specialty_disease,insulin,insulin,potassium chloride | lorazepam | metoclopramide | famotidine | acetaminophen,single_specialty_cooccurrence,insulin(12),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic cataract,primary_specialty_disease,insulin pump (self administering medication) | calcium carbonate | insulin human regular,insulin pump (self administering medication) | calcium carbonate,ketorolac | naloxone | acetaminophen | bisacodyl | dextrose 50%,single_specialty_cooccurrence,insulin pump (self administering medication)(3) | calcium carbonate(1) | insulin human regular(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic nephropathy,primary_specialty_disease,insulin pump (self administering medication) | hydrocortisone | hydrocortisone na succ. | insulin | levothyroxine sodium,insulin pump (self administering medication) | hydrocortisone,acetaminophen | docusate sodium | oxycodone (immediate release) | bisacodyl | cefazolin,single_specialty_cooccurrence,insulin pump (self administering medication)(5) | hydrocortisone(3) | hydrocortisone na succ.(3) | insulin(3) | levothyroxine sodium(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin pump (self administering medication):disease_directed_therapy | hydrocortisone:disease_directed_therapy | hydrocortisone na succ.:disease_directed_therapy | insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,primary_specialty_disease,insulin | calcium carbonate | insulin pump (self administering medication) | levothyroxine sodium,insulin | calcium carbonate,acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin(83) | calcium carbonate(2) | insulin pump (self administering medication)(2) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",primary_specialty_disease,insulin | insulin pump (self administering medication) | insulin human regular | levothyroxine sodium | calcium carbonate,insulin | insulin pump (self administering medication),acetaminophen | glucagon | glucose gel | potassium chloride replacement (critical care and oncology) | dextrose 50%,single_specialty_cooccurrence,insulin(352) | insulin pump (self administering medication)(9) | insulin human regular(8) | levothyroxine sodium(8) | calcium carbonate(7),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,primary_specialty_disease,insulin,insulin,acetaminophen | oxycodone (immediate release) | ampicillin-sulbactam | dakins 1/4 strength | dextrose 50%,single_specialty_cooccurrence,insulin(4),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,primary_specialty_disease,insulin | calcium carbonate | insulin human regular | levothyroxine sodium | prednisone,insulin | calcium carbonate,0.45% sodium chloride | bisacodyl | d5 1/2ns | glucagon | glucose gel,single_specialty_cooccurrence,insulin(62) | calcium carbonate(2) | insulin human regular(2) | levothyroxine sodium(1) | prednisone(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | prednisone:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with diabetic polyneuropathy,primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | prednisone | propranolol,insulin | levothyroxine sodium,acetaminophen | glucagon | glucose gel | dextrose 50% | oxycodone (immediate release),single_specialty_cooccurrence,insulin(177) | levothyroxine sodium(2) | calcium carbonate(1) | prednisone(1) | propranolol(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | propranolol:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with foot ulcer,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | insulin pump (self administering medication) | prednisone,insulin | calcium carbonate,acetaminophen | glucagon | glucose gel | oxycodone (immediate release) | dextrose 50%,single_specialty_cooccurrence,insulin(136) | calcium carbonate(3) | levothyroxine sodium(2) | insulin pump (self administering medication)(1) | prednisone(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | prednisone:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with hyperglycemia,primary_specialty_disease,insulin | insulin pump (self administering medication) | calcium carbonate | levothyroxine sodium | insulin human regular,insulin | insulin pump (self administering medication),acetaminophen | glucagon | glucose gel | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin(1573) | insulin pump (self administering medication)(34) | calcium carbonate(31) | levothyroxine sodium(24) | insulin human regular(17),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with hypoglycemia without coma,primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | insulin pump (self administering medication) | insulin human regular,insulin | levothyroxine sodium,acetaminophen | glucagon | glucose gel | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin(1106) | levothyroxine sodium(33) | calcium carbonate(29) | insulin pump (self administering medication)(29) | insulin human regular(23),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with ketoacidosis without coma,primary_specialty_disease,insulin | insulin human regular | insulin pump (self administering medication) | calcium carbonate | levothyroxine sodium,insulin | insulin human regular,potassium chloride | potassium chloride replacement (critical care and oncology) | glucagon | glucose gel | magnesium sulfate,single_specialty_cooccurrence,insulin(1275) | insulin human regular(74) | insulin pump (self administering medication)(19) | calcium carbonate(12) | levothyroxine sodium(11),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",primary_specialty_disease,calcium carbonate | insulin human regular | insulin pump (self administering medication),calcium carbonate | insulin human regular,naloxone | acetaminophen | d10w | dextrose 50% | docusate sodium,single_specialty_cooccurrence,calcium carbonate(1) | insulin human regular(1) | insulin pump (self administering medication)(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,primary_specialty_disease,insulin pump (self administering medication) | calcium carbonate,insulin pump (self administering medication) | calcium carbonate,oxycodone (immediate release) | bisacodyl | dermoplast spray | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin pump (self administering medication)(2) | calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",primary_specialty_disease,insulin | insulin human regular | insulin pump (self administering medication) | calcium carbonate | levothyroxine sodium,insulin | insulin human regular,acetaminophen | dextrose 50% | methadone | glucagon | glucose gel,single_specialty_cooccurrence,insulin(38) | insulin human regular(7) | insulin pump (self administering medication)(7) | calcium carbonate(3) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",primary_specialty_disease,insulin | insulin pump (self administering medication) | levothyroxine sodium | calcium carbonate | insulin human regular,insulin | insulin pump (self administering medication),dextrose 50% | docusate sodium | glucagon | glucose gel | acetaminophen,single_specialty_cooccurrence,insulin(13) | insulin pump (self administering medication)(3) | levothyroxine sodium(3) | calcium carbonate(2) | insulin human regular(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",primary_specialty_disease,insulin pump (self administering medication) | insulin | calcium carbonate | insulin aspart *nf* | insulin human regular,insulin pump (self administering medication) | insulin,naloxone | acetaminophen | d10w | glucagon | glucose gel,single_specialty_cooccurrence,insulin pump (self administering medication)(5) | insulin(4) | calcium carbonate(2) | insulin aspart *nf*(2) | insulin human regular(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin pump (self administering medication):disease_directed_therapy | insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin aspart *nf*:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",primary_specialty_disease,insulin | insulin pump (self administering medication) | calcium carbonate | insulin human regular | levothyroxine sodium,insulin | insulin pump (self administering medication),acetaminophen | docusate sodium | glucagon | glucose gel | hydromorphone (dilaudid),single_specialty_cooccurrence,insulin(99) | insulin pump (self administering medication)(17) | calcium carbonate(11) | insulin human regular(10) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",primary_specialty_disease,insulin | hydrocortisone | calcium carbonate | insulin human regular,insulin | hydrocortisone,acetaminophen | naloxone | d10w | dextrose 50% | docusate sodium,single_specialty_cooccurrence,insulin(18) | hydrocortisone(7) | calcium carbonate(1) | insulin human regular(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | hydrocortisone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with other diabetic kidney complication,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 1 diabetes mellitus with other skin complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 1 diabetes mellitus with other skin ulcer,primary_specialty_disease,insulin,insulin,vancomycin | ciprofloxacin hcl | 0.9% sodium chloride (mini bag plus) | dextrose 50% | glucagon,single_specialty_cooccurrence,insulin(10),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with other specified complication,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | insulin human regular,insulin | levothyroxine sodium,labetalol | acetaminophen | betamethasone na. phos/acet | d10w | dextrose 50%,single_specialty_cooccurrence,insulin(191) | levothyroxine sodium(9) | calcium carbonate(2) | insulin human regular(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",primary_specialty_disease,insulin | calcium carbonate | insulin human regular,insulin | calcium carbonate,docusate sodium | acetaminophen | hydromorphone (dilaudid) | oxycodone (immediate release) | bisacodyl,single_specialty_cooccurrence,insulin(30) | calcium carbonate(1) | insulin human regular(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",primary_specialty_disease,insulin | insulin human regular | insulin pump (self administering medication) | calcium carbonate,insulin | insulin human regular,naloxone | ketorolac | acetaminophen | d10w | dextrose 50%,single_specialty_cooccurrence,insulin(27) | insulin human regular(4) | insulin pump (self administering medication)(4) | calcium carbonate(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with unspecified complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,primary_specialty_disease,levothyroxine sodium | calcium carbonate | insulin pump (self administering medication),levothyroxine sodium | calcium carbonate,prochlorperazine | acetaminophen | bisacodyl | dextrose 50% | diphenhydramine,single_specialty_cooccurrence,levothyroxine sodium(2) | calcium carbonate(1) | insulin pump (self administering medication)(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,primary_specialty_disease,insulin | levothyroxine sodium | insulin pump (self administering medication) | calcium carbonate | insulin human regular,insulin | levothyroxine sodium,acetaminophen | glucagon | glucose gel | dextrose 50% | oxycodone (immediate release),single_specialty_cooccurrence,insulin(122) | levothyroxine sodium(16) | insulin pump (self administering medication)(11) | calcium carbonate(5) | insulin human regular(4),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Type 1 diabetes mellitus without complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Type 2 diabetes mellitus with diabetic amyotrophy,primary_specialty_disease,insulin,insulin,acetaminophen | dextrose 50% | docusate sodium | glucagon | glucose gel,single_specialty_cooccurrence,insulin(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic cataract,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | toujeo solostar u-300 insulin,insulin | calcium carbonate,heparin | lidocaine jelly 2% (urojet) | potassium chloride | vancomycin | acetaminophen,single_specialty_cooccurrence,insulin(22) | calcium carbonate(2) | levothyroxine sodium(1) | toujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic dermatitis,primary_specialty_disease,insulin,insulin,acetaminophen | mupirocin ointment 2% | clindamycin 1% solution | dextrose 50% | glucagon,single_specialty_cooccurrence,insulin(12),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic mononeuropathy,primary_specialty_disease,insulin,insulin,acetaminophen | dextrose 50% | diphenhydramine | glucagon | glucose gel,single_specialty_cooccurrence,insulin(18),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic nephropathy,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium,insulin | calcium carbonate,oxycodone (immediate release) | vancomycin | dextrose 50% | glucagon | glucose gel,single_specialty_cooccurrence,insulin(77) | calcium carbonate(3) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,primary_specialty_disease,insulin | levothyroxine sodium,insulin | levothyroxine sodium,vancomycin | acetaminophen | oxycodone (immediate release) | senna | dextrose 50%,single_specialty_cooccurrence,insulin(91) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | toujeo solostar u-300 insulin,insulin | levothyroxine sodium,acetaminophen | oxycodone (immediate release) | glucagon | glucose gel | dextrose 50%,single_specialty_cooccurrence,insulin(167) | levothyroxine sodium(5) | calcium carbonate(4) | toujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | toujeo solostar u-300 insulin | stoujeo solostar u-300 insulin,insulin | calcium carbonate,vancomycin | acetaminophen | oxycodone (immediate release) | hydromorphone (dilaudid) | heparin,single_specialty_cooccurrence,insulin(75) | calcium carbonate(4) | levothyroxine sodium(4) | toujeo solostar u-300 insulin(4) | stoujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy | stoujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | toujeo solostar u-300 insulin,insulin | calcium carbonate,acetaminophen | heparin sodium | oxycodone (immediate release) | vancomycin | dextrose 50%,single_specialty_cooccurrence,insulin(41) | calcium carbonate(4) | levothyroxine sodium(3) | toujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with diabetic polyneuropathy,primary_specialty_disease,insulin | levothyroxine sodium | toujeo solostar u-300 insulin | calcium carbonate | propranolol,insulin | levothyroxine sodium,acetaminophen | vancomycin | oxycodone (immediate release) | senna | glucagon,single_specialty_cooccurrence,insulin(211) | levothyroxine sodium(6) | toujeo solostar u-300 insulin(4) | calcium carbonate(2) | propranolol(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | propranolol:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with foot ulcer,primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | hydrocortisone cream 1% | toujeo solostar u-300 insulin,insulin | levothyroxine sodium,vancomycin | acetaminophen | oxycodone (immediate release) | dextrose 50% | glucagon,single_specialty_cooccurrence,insulin(304) | levothyroxine sodium(6) | calcium carbonate(5) | hydrocortisone cream 1%(1) | toujeo solostar u-300 insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | hydrocortisone cream 1%:disease_directed_therapy | toujeo solostar u-300 insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with hyperglycemia,primary_specialty_disease,insulin | calcium carbonate | prednisone | levothyroxine sodium | methylprednisolone,insulin | calcium carbonate,acetaminophen | glucagon | glucose gel | dextrose 50% | oxycodone (immediate release),single_specialty_cooccurrence,insulin(1476) | calcium carbonate(19) | prednisone(6) | levothyroxine sodium(3) | methylprednisolone(3),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | methylprednisolone:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),primary_specialty_disease,insulin,insulin,acetaminophen | 0.9% sodium chloride (mini bag plus) | cefepime | duloxetine | nicotine patch,single_specialty_cooccurrence,insulin(14),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with hypoglycemia without coma,primary_specialty_disease,insulin | calcium carbonate | insulin human regular | levothyroxine sodium | prednisone,insulin | calcium carbonate,acetaminophen | dextrose 50% | glucagon | glucose gel | labetalol,single_specialty_cooccurrence,insulin(247) | calcium carbonate(4) | insulin human regular(2) | levothyroxine sodium(2) | prednisone(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | prednisone:disease_directed_therapy
内分泌/代谢,Type 2 diabetes mellitus with ketoacidosis without coma,primary_specialty_disease,insulin | insulin human regular | insulin pump (self administering medication) | sodium bicarbonate | calcium carbonate,insulin | insulin human regular,potassium chloride | neutra-phos | potassium chl 20 meq / 1000 ml d5 1/2 ns | potassium chloride replacement (critical care and oncology) | glucagon,single_specialty_cooccurrence,insulin(175) | insulin human regular(16) | insulin pump (self administering medication)(2) | sodium bicarbonate(2) | calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | sodium bicarbonate:disease_directed_therapy | calcium carbonate:disease_directed_therapy
